2013-01-02,15.0338,,,
2013-01-03,15.0849,,,
2013-01-04,15.1021,,,
2013-01-05,15.1021,,,
2013-01-06,15.1021,,,
2013-01-07,15.0625,,,
2013-01-08,15.0635,,,
2013-01-09,15.0222,,,
2013-01-10,15.0137,,,
2013-01-11,14.9175,,,
2013-01-12,14.9175,,,
2013-01-13,14.9175,,,
2013-01-14,15.123,,,
2013-01-15,15.2018,,,
2013-01-16,15.0295,,,
2013-01-17,15.1064,,,
2013-01-18,15.1158,,,
2013-01-19,15.1158,,,
2013-01-20,15.1158,,,
2013-01-21,15.1306,,,
2013-01-22,15.0155,,,
2013-01-23,14.9989,,,
2013-01-24,14.8601,,,
2013-01-25,15.0152,,,
2013-01-26,15.0152,,,
2013-01-27,15.0152,,,
2013-01-28,15.0349,,,
2013-01-29,14.9495,,,
2013-01-30,14.9441,,,
2013-01-31,14.953,,,
2013-02-01,14.9181,,,
2013-02-02,14.9181,,,
2013-02-03,14.9181,,,
2013-02-04,14.8136,,,
2013-02-05,14.7051,,,
2013-02-06,14.7252,,,
2013-02-07,14.6734,,,
2013-02-08,14.5686,,,
2013-02-09,14.5686,,,
2013-02-10,14.5686,,,
2013-02-11,14.5549,,,
2013-02-12,14.6109,,,
2013-02-13,14.6167,,,
2013-02-14,14.4822,,,
2013-02-15,14.4552,,,
2013-02-16,14.4552,,,
2013-02-17,14.4552,,,
2013-02-18,14.5049,,,
2013-02-19,14.6369,,,
2013-02-20,14.6172,,,
2013-02-21,14.3646,,,
2013-02-22,14.3848,,,
2013-02-23,14.3848,,,
2013-02-24,14.3848,,,
2013-02-25,14.3479,,,
2013-02-26,14.1419,,,
2013-02-27,14.2637,,,
2013-02-28,13.9676,,,
2013-03-01,14.0717,,,
2013-03-02,14.0717,,,
2013-03-03,14.0717,,,
2013-03-04,13.9758,,,
2013-03-05,14.1983,,,
2013-03-06,14.3039,,,
2013-03-07,14.4193,,,
2013-03-08,14.6061,,,
2013-03-09,14.6061,,,
2013-03-10,14.6061,,,
2013-03-11,14.6158,,,
2013-03-12,14.5473,,,
2013-03-13,14.3883,,,
2013-03-14,14.535,,,
2013-03-15,14.4057,,,
2013-03-16,14.4057,,,
2013-03-17,14.4057,,,
2013-03-18,14.3028,,,
2013-03-19,14.0763,,,
2013-03-20,13.8872,,,
2013-03-21,13.8087,,,
2013-03-22,13.7717,,,
